SubjectID;Condition;Medium;Ending;Interactivity;Earning;Donation;Percentage;AssICRC;EmbodyAv;Age;Gender;ExperienceVR;Student;Socioeconomic;FamiliarICRC;DonatedICRC;LinkICRC;Angry;Afraid;Excited;Disgusted;Sad;Stressed;Moved;Bored;Calm;Proud;Joyful;Stimulating;Enriching;Pleasant;Vivid;Moving;Engaging;Educational;Interesting;AspectsInspiringDonations;RegularDon;sp1;sp2;sp3;spAV;em1;em2;emAV;im1;im2;im3;imAV;M1;M2;M3;M4;malAV;SE1;SE2;SE3;seAV;Mor;Nat;G1;G2;G3;gAV;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;ssAV;TM_Base;TM_P1;TM_P2;TM_End;TM_P1_Delta;TM_P2_Delta;TM_End_Delta;EC_Base;EC_P1;EC_P2;EC_End;EC_P1_Delta;EC_P2_Delta;EC_End_Delta;Pamp_Base;Pamp_P1;Pamp_P2;Pamp_End;Pamp_P1_Delta;Pamp_P2_Delta;Pamp_End_Delta;AOC_Baseline;AOC_P1;AOC_P2;AOC_End;AOC_P1_Delta;AOC_P2_Delta;AOC_End_Delta;HR_Amp_Base;HR_Amp_P1;HR_Amp_P2;HR_Amp_End;HR_Amp_P1_Delta;HR_Amp_P2_Delta;HR_Amp_End_Delta;BPM_Base;BPM_P1;BPM_P2;BPM_End;BPM_P1_Delta;BPM_P2_Delta;BPM_End_Delta;TM_ex;TM_ex_Delta;EC_ex;EC_ex_Delta;Pamp_ex;Pamp_ex_Delta;AOC_ex;AOC_ex_Delta;HR_Amp_ex;HR_Amp_ex_Delta;BPM_ex;BPM_ex_Delta
32120311;3;1;0;0;12.9;2;15.50387597;0.69;0.29;27;0;2;Yes;4;2;0;N;2;2;1;3;2;2;2;3;4;1;1;3;3;2;4;1;2;3;3;Voir des enfants (comme dans l ambulance) Plus d emotions pour inciter au don;Maybe;4;3;2;3;2;3;2.5;3;3;1;2.333333333;1;2;2;2;1.75;5;2;2;3;4;2;4;4;2;3.333333333;5;2;4;4;5;4;3;4;3.875;7.887339376;9.410702899;9.0879754;8.976456981;1.523363523;1.200636023;1.089117605;0.075068813;0.054869684;0.060471679;0;-0.020199129;-0.014597134;-0.075068813;0.042935659;0.070872431;0.037556626;0;0.027936772;-0.005379033;-0.042935659;7.887487595;9.408431235;9.08577637;8.974619365;1.520943639;1.198288774;1.08713177;0.097221109;0.070853212;0.063946731;0.046358954;-0.026367897;-0.033274377;-0.050862155;67.51840257;;64.02626719;58.92857143;-67.51840257;-3.492135386;-8.589831144;9.249339149;1.361999773;0.057670682;-0.017398131;0.054214529;0.01127887;9.247103802;1.359616207;0.067399972;-0.029821137;;
32232910;3;1;0;0;12.2;2.2;18.03278689;0.76;1;21;1;1;Yes;1;2;0;N;2;4;1;4;5;4;2;1;2;1;1;4;4;1;4;2;4;3;4;"La crainte qu'il peut arriver à nous aussi""";Maybe;4;5;3;4;5;5;5;5;4;4;4.333333333;1;1;2;2;1.5;4;1;2;2.333333333;4;1;4;3;1;2.666666667;5;5;3;4;5;5;4;4;4.375;4.751359177;5.913437714;6.191782002;6.072948988;1.162078537;1.440422825;1.321589811;0.048943633;0.071890726;0.054704595;0.145666424;0.022947093;0.005760962;0.096722791;0.134903469;0.14826586;0.200767453;0.100892235;0.013362391;0.065863984;-0.034011234;4.745718927;5.903743925;6.188249287;6.07224689;1.158024998;1.44253036;1.326527963;0.063488285;0.114677891;0.120494553;0.1176837;0.051189606;0.057006268;0.054195415;79.54974628;;90.89208902;87.16707022;-79.54974628;11.34234274;7.61732394;6.052609858;1.301250681;0.063297661;0.014354027;0.174516657;0.039613188;6.045996606;1.300277679;0.117586222;0.054097937;;
32400211;3;1;0;0;9.5;2.5;26.31578947;0.77;0.03;23;1;0;No;1;2;0;N;5;2;1;5;5;4;3;4;1;1;1;3;1;1;2;3;3;2;1;Je pense que ce cette expérience etait une moquerie comparée à une vraie situation de guerre et peraonnellement je pense quil faut pas en faire des  jeux pour que les gens donnent à la croix rouge.;Maybe;4;2;1;2.333333333;1;1;1;3;3;1;2.333333333;3;2;2;2;2.25;1;3;2;2;5;2;5;2;2;3;4;3;2;3;2;1;4;2;2.625;6.876440204;10.90478835;10.42469996;10.921872;4.028348144;3.548259752;4.045431795;0.139150364;0.20229265;0.149448907;0.136147039;0.063142286;0.010298543;-0.003003325;0.278512426;0.381711868;0.271811815;0.256968889;0.103199442;-0.006700611;-0.021543537;6.87885113;10.92733738;10.43165608;10.8688582;4.048486252;3.552804947;3.990007073;0.186382518;;0.106178655;0.083902532;-0.186382518;-0.080203863;-0.102479987;92.11529486;;91.28215394;88.95478132;-92.11529486;-0.833140921;-3.16051354;10.66474415;3.788303948;0.175870779;0.036720414;0.326761842;0.048249415;10.67949673;3.8006456;;;;
32502910;3;1;0;0;9.8;2;20.40816327;0.49;0.16;20;1;0;Yes;2;2;0;N;1;1;3;1;1;2;1;1;3;2;3;4;5;3;4;3;4;4;5;"Je pense que de voir de ses propres yeux une personne en détresse pourrait inciter un don. """;Maybe;3;3;4;3.333333333;4;3;3.5;4;4;3;3.666666667;2;2;2;3;2.25;2;4;3;3;3;4;5;4;2;3.666666667;4;3;3;3;4;4;4;3;3.5;5.107782235;6.74680284;6.838243587;6.501198586;1.639020605;1.730461352;1.39341635;0.097791541;0.098425197;0.115473441;0;0.000633656;0.0176819;-0.097791541;0.184022743;0.128364261;0.1073991;;-0.055658481;-0.076623643;-0.184022743;5.108261217;6.740416166;6.844736339;6.474623879;1.63215495;1.736475123;1.366362662;0.278025365;0.130177729;0.19998997;0.20870261;-0.147847636;-0.078035395;-0.069322755;106.8526877;111.7379033;127.5107281;134.9782293;4.885215588;20.65804034;28.12554159;6.792523213;1.684740978;0.106949319;0.009157778;0.117881681;-0.066141062;6.792576253;1.684315036;0.165083849;-0.112941516;119.6243157;12.77162796
32622210;3;1;0;0;12.2;1;8.196721311;0.94;0.91;18;1;0;Yes;2;2;0;N;1;3;2;2;2;2;2;1;3;1;1;4;4;3;4;3;4;4;4;"Les aspects douloureux de la guerre avec toutes les familles et enfants touchés. La représentation de la douleur que vivent vertaines personnes.""";Maybe;3;3;3;3;4;4;4;3;3;3;3;1;1;2;1;1.25;4;2;5;3.666666667;3;2;3;3;3;3;2;3;2;3;3;3;4;3;2.875;15.2372587;16.7465962;15.90072185;15.63812366;1.509337503;0.663463151;0.400864963;0.133255601;0.171484566;0.142479137;0.087412587;0.038228965;0.009223536;-0.045843013;0.368721833;0.157212629;0.265821167;0.365423698;-0.211509204;-0.102900666;-0.003298135;15.23770376;16.73070312;15.90789291;15.66740188;1.492999352;0.67018915;0.429698115;0.25404394;0.342300444;0.333700361;0.118369179;0.088256504;0.079656421;-0.13567476;112.9601614;70.06854532;73.38675664;73.33333333;-42.89161606;-39.57340473;-39.62682804;16.32365903;1.086400327;0.156981852;0.023726251;0.211516898;-0.157204935;16.31929802;1.081594251;0.338000403;0.083956463;71.72765098;-41.23251039
32911810;3;1;0;0;9.8;4.8;48.97959184;0.58;0.56;23;0;0;Yes;1;2;0;N;3;4;3;2;4;3;3;1;2;1;2;3;3;3;2;4;3;3;4;La dange;Maybe;3;2;4;3;2;4;3;3;3;3;3;2;3;4;3;3;2;4;3;3;4;2;4;4;4;4;4;2;4;3;5;5;4;3;3.75;12.29072371;22.39146745;20.97614652;19.254857;10.10074374;8.685422808;6.964133293;0.108568565;0.246669956;0.183570445;0.183038438;0.13810139;0.07500188;0.074469873;0.353811034;0.528759226;0.548087304;0.525995374;0.174948192;0.194276271;0.17218434;12.31497018;22.37120984;21.07200977;19.24332343;10.05623967;8.757039593;6.928353252;0.745530501;0.731569141;0.571897791;0.556466259;-0.01396136;-0.17363271;-0.189064243;80.820061;87.87878788;96.35651912;87.35936466;7.058726883;15.53645812;6.539303663;21.68380699;9.393083276;0.2151202;0.106551635;0.538423265;0.184612231;21.72160981;9.406639631;0.651733466;-0.093797035;92.1176535;11.2975925
32982710;3;1;0;0;12;0;0;0.75;1;23;1;1;Yes;3;1;0;N;1;5;1;2;3;5;4;1;2;1;1;1;1;1;5;5;4;3;5;"Confronter a la realité""";Maybe;5;4;1;3.333333333;4;4;4;4;5;3;4;2;2;3;3;2.5;3;3;3;3;2;2;2;3;2;2.333333333;4;4;2;4;1;4;1;3;2.875;3.936730437;6.346431731;6.054028549;5.826641786;2.409701294;2.117298112;1.889911349;0.033200531;0.074074074;0.071492404;0.064977258;0.040873543;0.038291873;0.031776727;0.098472249;0.756758457;0.24991467;0.312403398;0.658286209;0.151442422;0.213931149;3.942517601;6.349149494;6.07396961;5.837624324;2.406631893;2.131452009;1.895106722;0.307196167;0.250510909;0.208187602;0.231560412;-0.056685258;-0.099008564;-0.075635755;75.32011047;90.37528721;111.2828439;107.6040172;15.05517674;35.96273343;32.28390675;6.20023014;2.263499703;0.072783239;0.039582708;0.503336564;0.404864315;6.211559552;2.269041951;0.229349256;-0.077846911;100.8290656;25.50895508
33312810;3;1;0;0;12.1;7;57.85123967;0.76;0.78;18;0;1;Yes;1;0;0;N;2;2;1;4;4;3;2;2;2;1;1;4;4;1;3;5;2;4;4;Quand il aide a la fin alors qu'il y a des bombardement;Maybe;2;2;2;2;4;4;4;3;4;1;2.666666667;1;2;3;1;1.75;2;5;3;3.333333333;3;2;1;2;4;2.333333333;5;1;4;1;5;4;3;3;3.25;6.127141569;7.589891097;7.934109781;7.93905647;1.462749528;1.806968212;1.811914901;0.054280397;0.046051117;0.060851927;0.062266501;-0.00822928;0.00657153;0.007986104;0.103453066;0.282936118;0.130544166;0.122417868;0.179483052;0.0270911;0.018964802;6.127195531;7.585215116;7.945260152;7.946008325;1.458019585;1.818064621;1.818812794;0.027467317;0.02893175;0.051463916;0.019670798;0.001464433;0.023996599;-0.00779652;97.58223018;88.25761135;93.83499547;93.75;-9.324618826;-3.74723471;-3.832230177;7.762000439;1.63485887;0.053451522;-0.000828875;0.206740142;0.103287076;7.765237634;1.638042103;0.040197833;0.012730516;91.04630341;-6.535926768
33362110;3;1;0;0;9.3;5;53.76344086;0.97;0.59;24;1;2;No;2;1;0;N;4;2;1;4;4;2;4;1;3;1;1;5;3;4;4;4;4;4;4;"Le fait de voir et comprendre ce que les gens vivant dans des pays en guerre peuvent subir au quotidien""";Yes;2;4;4;3.333333333;4;4;4;4;4;4;4;1;1;1;1;1;3;3;4;3.333333333;4;2;2;2;2;2;4;2;4;4;4;4;4;3;3.625;7.365230294;9.53547707;9.614389034;8.963278963;2.170246776;2.249158741;1.598048669;0.084324142;0.071976967;0.147492625;0.07183908;-0.012347175;0.063168483;-0.012485062;0.254137865;0.326132364;0.147872299;0.231626168;0.0719945;-0.106265566;-0.022511696;7.368355598;9.523300569;9.620773741;8.928842536;2.15494497;2.252418143;1.560486938;0.054775945;0.087555367;0.130699039;0.074439229;0.032779422;0.075923094;0.019663284;68.10035842;71.9820045;85.50844021;80.88818398;3.881646076;17.40808179;12.78782556;9.574933052;2.209702758;0.109734796;0.025410654;0.237002332;-0.017135533;9.572037155;2.203681556;0.109127203;0.054351258;78.74522235;10.64486393
33472610;3;1;0;0;9.9;0;0;0.91;0.94;20;1;0;Yes;2;2;0;N;2;2;1;2;3;4;4;1;2;2;1;3;4;1;3;3;3;4;4;"Le fait de vivre l experience soit meme""";Maybe;3;2;1;2;4;4;4;3;3;4;3.333333333;1;1;2;4;2;1;4;2;2.333333333;4;3;1;1;4;2;4;2;3;1;4;4;5;4;3.375;8.176772463;9.77891509;10.2498278;9.879705021;1.602142627;2.073055334;1.702932559;0.138798171;0.14858841;0.140224359;0.073800738;0.009790239;0.001426188;-0.064997433;0.498151861;0.634414372;0.660494783;0.376637547;0.136262511;0.162342921;-0.121514314;8.169070681;9.779706199;10.24936537;9.887283727;1.610635518;2.080294686;1.718213046;0.584537653;0.917400686;0.625701245;0.770874693;0.332863033;0.041163592;0.186337041;114.8915187;111.6207951;116.7793485;114.4674086;-3.270723631;1.887829756;-0.424110153;10.01437144;1.83759898;0.144406385;0.005608213;0.647454577;0.149302716;10.01453578;1.845465102;0.771550965;0.187013313;114.2000718;-0.691446937
33482610;3;1;0;0;12.4;2;16.12903226;0.57;0.15;22;1;0;Yes;3;1;0;N;4;3;2;2;4;4;4;1;1;1;1;5;5;2;5;5;5;5;5;"Le fait de pouvoir se mettre dans le peau d'un personnage et vivre un tel scenario nous touche plus""";Yes;2;4;4;3.333333333;4;5;4.5;4;5;3;4;1;2;2;4;2.25;2;4;5;3.666666667;4;2;4;4;2;3.333333333;2;4;2;3;2;4;4;3;3;5.791940044;7.038884254;8.135929515;7.835346669;1.24694421;2.343989471;2.043406625;0.139138975;0.164551011;0.109829764;0.134318334;0.025412036;-0.029309211;-0.004820641;0.22385202;0.206672377;0.249246941;0.210017965;-0.017179643;0.02539492;-0.013834055;5.787789184;7.038713524;8.13423827;7.844898281;1.25092434;2.346449086;2.057109097;0.118966431;0.215753499;0.145578977;0.140203684;0.096787069;0.026612546;0.021237253;124.9690057;132.559063;107.5228673;134.0059968;7.590057275;-17.44613843;9.036991141;7.587406884;1.795466841;0.137190387;-0.001948588;0.227959659;0.004107639;7.586475897;1.798686713;0.180666238;0.061699807;120.0409651;-4.928040576
33612910;3;1;0;0;9;9;100;0.82;0.71;20;1;0;Yes;2;2;1;N;3;3;2;4;4;4;2;1;3;1;1;3;4;2;5;4;5;4;5;"Les aspects visuels et auditifs """;Yes;3;4;2;3;3;4;3.5;4;5;4;4.333333333;1;1;1;2;1.25;2;3;4;3;5;1;5;5;1;3.666666667;4;2;4;2;1;3;3;1;2.5;2.836361779;6.857133436;7.705320804;6.693331391;4.020771656;4.868959025;3.856969611;0.032536197;0.161333692;0.074294205;0;0.128797495;0.041758009;-0.032536197;0.041522693;0.29372931;0.614935936;;0.252206617;0.573413243;-0.041522693;2.835141311;6.868001412;7.727479877;6.679516393;4.0328601;4.892338566;3.844375082;0.824323015;0.640127547;0.718658509;0.819870147;-0.184195468;-0.105664507;-0.004452868;94.57982561;101.582015;101.3628913;101.1535049;7.002189375;6.783065738;6.573679268;7.28122712;4.444865341;0.117813948;0.085277752;0.454332623;0.41280993;7.297740645;4.462599333;0.679393028;-0.144929988;101.4724532;6.892627556
33722810;3;1;0;0;9.8;5.3;54.08163265;0.49;0.95;19;1;1;Yes;4;2;2;N;3;5;1;4;4;4;5;1;1;1;1;4;4;1;3;5;4;4;4;Se mettre à la place de la victime;Yes;4;4;4;4;5;5;5;5;5;4;4.666666667;1;1;1;1;1;2;3;4;3;4;1;4;4;2;3.333333333;4;3;3;5;3;4;4;4;3.75;7.862314046;10.66468852;10.96812242;11.8272513;2.802374475;3.105808376;3.964937255;0.065220936;0.173353145;0.080482897;0.291332848;0.108132209;0.015261961;0.226111912;0.195897315;0.41472052;0.805460537;0.45958245;0.218823205;0.609563222;0.263685135;7.862395175;10.66480532;10.98202453;11.81354378;2.802410149;3.119629352;3.951148605;0.582148741;0.456229222;0.518427648;0.425091691;-0.125919519;-0.063721094;-0.15705705;86.65671561;95.72043555;92.57354454;90.37656904;9.063719942;5.916828927;3.719853427;10.81640547;2.954091426;0.126918021;0.061697085;0.610090529;0.414193214;10.82341493;2.961019751;0.487328435;-0.094820307;94.14699005;7.490274435
33772910;3;1;0;0;6.7;5;74.62686567;0.95;0.78;20;0;2;Yes;1;2;0;N;4;2;4;1;1;4;4;1;1;1;1;4;5;2;5;3;3;4;5;"La fin avec le role du medecin""";Yes;5;4;3;4;4;2;3;3;4;4;3.666666667;3;1;1;3;2;1;1;2;1.333333333;5;1;1;2;2;1.666666667;1;4;1;1;5;5;2;5;3;6.653099905;9.697800055;9.931597631;9.978267722;3.044700151;3.278497726;3.325167817;0.074031422;0.100882724;0.076716532;0.078369906;0.026851302;0.00268511;0.004338484;0.029938316;0.168375529;0.168256149;0.222920253;0.138437214;0.138317833;0.192981937;6.654465639;9.702047095;9.934228727;9.97886355;3.047581456;3.279763088;3.324397911;0.100978293;0.116971108;0.197341549;0.177924776;0.015992815;0.096363257;0.076946483;104.9650117;118.073537;108.0234834;118.616145;13.10852536;3.058471703;13.65113331;9.814698843;3.161598939;0.088799628;0.014768206;0.168315839;0.138377523;9.818137911;3.163672272;0.157156328;0.056178036;113.0485102;8.083498534
34052710;3;1;0;0;9.2;8.5;92.39130435;0.29;1;20;1;2;Yes;2;2;0;N;3;4;3;3;4;4;4;1;1;1;1;4;4;1;4;4;3;4;4;"L'aspect émotionnel """;Yes;4;4;2;3.333333333;4;4;4;4;4;3;3.666666667;1;1;1;2;1.25;3;3;4;3.333333333;4;3;4;4;3;3.666666667;4;4;4;3;4;3;3;3;3.5;6.855790447;6.580686154;;;-0.275104293;;;0.058396596;0.186176402;0.167130919;0.13559322;0.127779806;0.108734323;0.077196624;0.036341102;0.071205017;0.172641759;0.072130395;0.034863915;0.136300657;0.035789293;6.853954872;6.580199048;2.65677623;2.837125963;-0.273755824;-4.197178642;-4.016828909;0.438497533;0.520566265;0.699185815;0.703709781;0.082068732;0.260688282;0.265212249;98.20468375;103.6873778;105.6175694;98.83834946;5.482694077;7.412885654;0.633665719;;;0.176653661;0.118257064;0.121923388;0.085582286;4.618487639;-2.235467233;0.60987604;0.171378507;104.6524736;6.447789865
34092710;3;1;0;0;15.1;3;19.86754967;1;0.58;23;0;2;Yes;1;2;1;N;1;1;3;2;3;2;2;1;3;1;1;2;4;3;4;5;4;4;5;"Le rôle très important de la CICR dans les zones de conflict partout dans le monde.""";Yes;3;3;3;3;3;4;3.5;4;3;3;3.333333333;1;1;1;1;1;3;2;5;3.333333333;5;1;5;4;3;4;4;2;3;4;5;4;4;3;3.625;7.381419656;8.359700442;9.451595293;9.755594625;0.978280786;2.070175637;2.374174969;0.073277968;0.097632414;0.103519669;0.076511094;0.024354446;0.030241701;0.003233126;0.127293544;0.058895753;0.156397755;0.142257302;-0.06839779;0.029104211;0.014963758;7.377406899;8.3585165;9.452325694;9.733551033;0.981109601;2.074918795;2.356144134;0.201276242;0.34541492;0.575357041;0.964095763;0.144138678;0.374080799;0.762819521;67.9451149;71.74355495;73.69101487;69.64285714;3.798440057;5.745899972;1.697742248;8.905647868;1.524228212;0.100576041;0.027298074;0.107646754;-0.01964679;8.905421097;1.528014198;0.460385981;0.259109738;72.71728491;4.772170015
34232610;3;1;0;0;15.2;0;0;0.68;0.45;20;1;1;Yes;1;0;0;N;1;4;3;4;3;3;2;1;2;1;1;4;3;3;5;3;5;4;5;"Les faire engager plus dans l'expérience de la realité virtuelle""";Maybe;2;4;1;2.333333333;3;5;4;4;3;3;3.333333333;2;3;3;2;2.5;3;4;2;3;2;4;3;2;4;3;5;4;4;4;5;5;5;4;4.5;5.115642997;6.160452069;5.878221544;5.804838877;1.044809072;0.762578547;0.68919588;0.058178191;0.047801147;0.060168472;0.073855244;-0.010377044;0.00199028;0.015677052;0.037335744;0.068042307;0.023055349;0.018202837;0.030706563;-0.014280395;-0.019132907;5.115630763;6.162046072;5.8787264;5.805087635;1.046415309;0.763095636;0.689456872;0.050432485;0.053125798;0.048652444;0.057668081;0.002693313;-0.001780041;0.007235596;71.72063983;73.88791154;74.04360346;75.75757576;2.167271702;2.322963622;4.036935924;6.019336807;0.903693809;0.053984809;-0.004193382;0.045548828;0.008213084;6.020386236;0.904755473;0.050889121;0.000456636;73.9657575;2.245117662
34370311;3;1;0;0;9.9;1.3;13.13131313;0.71;0.85;18;1;1;Yes;4;2;0;N;1;2;1;2;1;3;1;1;3;1;1;3;1;1;2;2;2;3;3;"Les enfants innocents""";Maybe;1;2;1;1.333333333;2;4;3;4;3;3;3.333333333;1;1;1;1;1;1;2;3;2;4;1;4;4;2;3.333333333;4;4;4;4;3;5;5;2;3.875;8.43554667;9.872184945;9.707535631;9.386794279;1.436638275;1.27198896;0.951247608;0.041098142;0.052557814;0.07938083;0.072992701;0.011459671;0.038282687;0.031894558;0.17106692;0.204800783;0.184443189;0.091675167;0.033733862;0.013376269;-0.079391753;8.433315108;9.878484543;9.709800589;9.371618839;1.445169435;1.276485481;0.938303731;0.141558;0.189561272;0.167682081;0.158231325;0.048003272;0.026124082;0.016673325;88.91316858;90.58231488;88.39779006;87.73354996;1.669146302;-0.515378524;-1.17961862;9.789860288;1.354313618;0.065969322;0.024871179;0.194621986;0.023555066;9.794142566;1.360827458;0.178621677;0.037063677;89.49005247;0.576883889
34442110;3;1;0;0;9.5;2.3;24.21052632;0.95;0.65;21;1;0;Yes;1;2;1;Internship;3;3;3;2;2;3;2;1;3;1;1;4;4;3;4;4;3;4;5;"A la fin de l'eprérience quand on voit les dégats, cela peut toucher la personne et donc les inciter a faire plus de dons""";Maybe;4;4;3;3.666666667;3;5;4;3;4;4;3.666666667;1;1;3;1;1.5;2;4;4;3.333333333;3;2;3;4;2;3;4;3;2;3;4;4;3;2;3.125;12.18916558;19.51703144;18.3516858;18.69915844;7.327865864;6.162520228;6.509992865;0.060716454;0.098595021;0.111090539;0.069204152;0.037878567;0.050374085;0.008487698;0.744870732;2.083613704;1.473821108;2.340734928;1.338742972;0.728950377;1.595864197;12.2000482;19.38124117;18.37496575;18.51871296;7.181192973;6.174917551;6.318664762;0.20188707;0.385238434;0.204452238;0.190445067;0.183351364;0.002565168;-0.011442004;97.75971291;93.17989793;87.93300343;94.45277361;-4.579814985;-9.826709485;-3.306939298;18.93435862;6.745193046;0.10484278;0.044126326;1.778717406;1.033846674;18.87810346;6.678055262;0.294845336;0.092958266;90.55645068;-7.203262235
34532810;3;1;0;0;12.6;0;0;0.73;1;21;1;0;Yes;3;1;0;N;4;5;4;3;4;5;5;1;1;1;1;4;4;3;5;4;3;3;4;"Le fait detre immerger dans un contexte de guerre et de le vivre entre guillemets touche les gens. Cela permet de se rendre compte a quel point de telles situations sont horribles.""";Maybe;3;5;3;3.666666667;5;5;5;4;3;3;3.333333333;2;1;2;3;2;3;5;3;3.666666667;4;2;3;4;3;3.333333333;3;2;2;4;4;4;3;3;3.125;8.735198306;14.48030246;14.49747867;15.0365207;5.745104158;5.762280367;6.301322394;0.066181337;0.099378882;0.149840794;0.0723589;0.033197545;0.083659457;0.006177563;0.076623471;0.526143272;0.266020936;0.2550831;0.449519801;0.189397466;0.178459629;8.735376007;14.47457456;14.51150446;14.95735262;5.739198554;5.776128451;6.221976614;0.115235103;0.418638467;0.572635989;0.399173466;0.303403364;0.457400887;0.283938363;84.6976278;96.79937549;112.4588979;110.0478469;12.10174769;27.76127009;25.35021909;14.48889057;5.753692263;0.124609838;0.058428501;0.396082104;0.319458634;14.49303951;5.757663503;0.495637228;0.380402125;104.6291367;19.93150889
34751810;2;1;1;1;0.6;10.2;1700;0.751596;0.953968;53;0;0;No;1;2;0;N;4;5;2;5;4;4;4;1;1;1;1;4;3;1;5;4;3;4;3;Les morts et les blessés;Yes;4;4;3;3.666666667;4;4;4;4;4;4;4;1;1;5;1;2;3;1;5;3;4;1;4;4;1;3;3;4;3;4;3;4;3;3;3.375;4.700133126;7.101728945;6.965709159;6.424335483;2.401595819;2.265576032;1.724202357;0.057589469;0.08336112;0.095716679;0;0.025771651;0.038127209;-0.057589469;0.059147912;0.046999964;0.072779283;;-0.012147948;0.013631371;-0.059147912;4.700201567;7.095537838;6.961478306;6.423805458;2.395336271;2.261276739;1.723603891;0.123718472;0.144512868;0.133747749;0.137348299;0.020794395;0.010029276;0.013629827;54.87578026;76.32800413;71.61674772;58.95953757;21.45222387;16.74096746;4.083757316;7.033719052;2.333585926;0.0895389;0.03194943;0.059889623;0.000741711;7.028508072;2.328306505;0.139130308;0.015411836;73.97237592;19.09659566
34812910;3;1;0;0;12.7;0;0;1;1;26;0;1;Yes;1;2;0;N;1;5;4;4;4;5;5;3;3;1;1;4;5;4;5;5;4;5;5;;Yes;3;4;4;3.666666667;5;5;5;5;5;5;5;4;3;2;3;3;1;1;2;1.333333333;4;5;1;1;5;2.333333333;5;1;4;3;5;5;2;2;3.375;5.980418557;7.191575329;7.177330346;7.106067106;1.211156773;1.196911789;1.12564855;0.074031422;0.040469446;0.054357673;0.121654501;-0.033561977;-0.019673749;0.047623079;0.112115343;0.091018564;0.075667056;0.033982414;-0.02109678;-0.036448287;-0.078132929;5.9843224;7.174766163;7.176636247;7.109200255;1.190443763;1.192313846;1.124877855;0.133739627;0.217661158;0.158213962;0.135527337;0.083921531;0.024474335;0.00178771;107.1388903;103.4115784;118.3526818;126.6490765;-3.727311842;11.21379156;19.51018625;7.184452837;1.204034281;0.04741356;-0.026617863;0.08334281;-0.028772533;7.175701205;1.191378805;0.18793756;0.054197933;110.8821301;3.743239859
35131810;1;1;0;1;12.1;1.9;15.70247934;0.790919;0.785162;23;1;0;Yes;2;2;1;N;1;3;3;1;1;2;2;1;1;1;2;5;5;5;5;5;5;5;5;;Yes;4;4;4;4;4;4;4;5;5;5;5;1;1;1;2;1.25;3;4;5;4;4;1;4;4;2;3.333333333;5;4;3;2;3;5;3;3;3.5;8.745616709;13.30535864;13.09865832;12.40050584;4.559741927;4.353041609;3.654889135;0.091529373;0.159453303;0.12797075;0.054644809;0.06792393;0.036441377;-0.036884564;0.206838012;0.446742872;0.414191323;0.034045198;0.23990486;0.207353312;-0.172792813;8.739688085;13.31364108;13.11170723;12.39613577;4.573952993;4.372019146;3.656447686;0.159283158;0.485825354;;0.306162644;0.326542197;-0.159283158;0.146879486;118.5135228;106.075217;;126.1682243;-12.43830585;-118.5135228;7.654701475;13.20200848;4.456391768;0.143712026;0.052182654;0.430467097;0.223629086;13.21267415;4.472986069;;;;
35692810;3;1;0;0;9.9;4.8;48.48484848;0.21;0.74;30;0;0;Yes;1;2;0;N;4;5;1;4;4;4;3;1;3;1;1;4;2;1;5;4;3;4;3;Le fait de voir la souffrance humaine. Le fait d avoir un apercu de l horreur d un conflit arme et des combats aux milieux de civils et la terreur de l omnipresence de la mort et de la souffrance dans de telles situations.;Yes;2;5;1;2.666666667;4;5;4.5;5;4;4;4.333333333;4;4;2;5;3.75;3;5;2;3.333333333;4;2;4;2;1;2.333333333;4;4;2;2;4;4;1;1;2.75;4.675516283;8.78963911;9.199096089;8.972268466;4.114122827;4.523579805;4.296752183;0.06655574;0.129198966;0.137822406;0.065231572;0.062643226;0.071266666;-0.001324168;0.24516389;0.517774942;0.394478189;0.421925771;0.272611052;0.149314299;0.176761881;4.675622998;8.79214337;9.205447222;9.001607414;4.116520372;4.529824224;4.325984416;0.803406157;0.588773523;0.345630988;0.497737762;-0.214632634;-0.457775169;-0.305668395;79.45687704;83.49249659;;87.56080612;4.035619546;-79.45687704;8.103929072;8.9943676;4.318851316;0.133510686;0.066954946;0.456126566;0.210962676;8.998795296;4.323172298;0.467202256;-0.336203901;;
35732210;3;1;0;0;9.7;0;0;0.67;0.77;22;0;0;Yes;1;2;1;N;1;1;3;2;1;1;1;2;5;1;2;2;3;4;4;2;3;3;3;"Se rendre conte de la realité des choses""";Maybe;2;4;3;3;2;3;2.5;3;3;3;3;1;1;2;2;1.5;1;2;2;1.666666667;3;2;3;2;3;2.666666667;4;4;2;4;4;4;1;4;3.375;11.22271711;13.62850363;14.88201585;14.49843244;2.405786516;3.659298736;3.275715327;0.142057324;0.120365912;0.167535369;0.080515298;-0.021691412;0.025478044;-0.061542026;0.791792647;0.958849081;0.715850162;0.409434081;0.167056434;-0.075942485;-0.382358566;11.22638758;13.64508273;14.90331841;14.51056333;2.418695149;3.676930834;3.284175753;0.350861746;0.281248853;0.252137168;0.242903183;-0.069612893;-0.098724577;-0.107958563;83.40353833;82.13041314;88.09891808;88.46487424;-1.273125191;4.695379752;5.061335909;14.25525974;3.032542626;0.14395064;0.001893316;0.837349622;0.045556974;14.27420057;3.047812992;0.266693011;-0.084168735;85.11466561;1.71112728
